status_id,race_id,driver_id,constructor_id,result_id,grid,position_order,points,laps,fastest_lap_time,fastest_lap_speed,lap_time,lap_milliseconds,lap_number,fastest_lap,position,rank,status_desc,position_desc
1,879,4,6,21689,7,2,18.0,71,1:18.623,197.301,+2.754,6325410,5,36,2,4,Finished,
1,879,13,6,21690,5,3,15.0,71,1:18.879,196.66,+3.615,6326271,6,37,3,5,Finished,
1,879,17,9,21691,3,4,12.0,71,1:18.903,196.6,+4.936,6327592,2,39,4,6,Finished,
1,879,807,10,21692,6,5,10.0,71,1:18.210,198.342,+5.708,6328364,12,38,5,3,Finished,
1,879,20,9,21693,4,6,8.0,71,1:19.090,196.136,+9.453,6332109,1,36,6,9,Finished,
1,879,30,131,21694,13,7,6.0,71,1:20.158,193.522,+11.907,6334563,7,37,7,15,Finished,
1,879,818,5,21695,17,8,4.0,71,1:18.983,196.401,+28.653,6351309,17,39,8,8,Finished,
1,879,155,15,21696,14,9,2.0,71,1:18.973,196.426,+31.250,6353906,14,35,9,7,Finished,
11,879,8,208,21697,8,10,1.0,70,1:19.444,195.262,,,9,34,10,13,+1 Lap,
11,879,808,207,21698,19,11,0.0,70,1:20.528,192.633,,,21,39,11,18,+1 Lap,
11,879,819,206,21699,22,12,0.0,70,1:20.310,193.156,,,25,36,12,17,+1 Lap,
11,879,817,5,21700,15,13,0.0,70,1:19.308,195.596,,,16,36,13,11,+1 Lap,
11,879,5,207,21701,20,14,0.0,70,1:19.256,195.725,,,20,39,14,10,+1 Lap,
11,879,3,131,21702,9,15,0.0,70,1:20.266,193.262,,,8,38,15,16,+1 Lap,
11,879,10,206,21703,21,16,0.0,70,1:19.686,194.669,,,24,34,16,14,+1 Lap,
12,879,37,164,21704,24,17,0.0,69,1:21.085,191.31,,,22,37,17,19,+2 Laps,
12,879,39,164,21705,23,18,0.0,69,1:21.544,190.233,,,23,40,18,20,+2 Laps,
3,879,814,10,21706,10,19,0.0,68,1:19.314,195.582,,,11,39,19,12,Accident,
1,880,8,208,21712,7,1,25.0,58,1:29.274,213.845,1:30:03.225,5403225,7,56,1,1,Finished,
1,880,4,6,21713,5,2,18.0,58,1:29.560,213.162,+12.451,5415676,3,53,2,3,Finished,
1,880,20,9,21714,1,3,15.0,58,1:30.409,211.16,+22.346,5425571,1,42,3,10,Finished,
1,880,13,6,21715,4,4,12.0,58,1:30.239,211.558,+33.577,5436802,4,38,4,8,Finished,
1,880,1,131,21716,3,5,10.0,58,1:29.759,212.689,+45.561,5448786,10,45,5,5,Finished,
1,880,17,9,21717,2,6,8.0,58,1:29.732,212.753,+46.800,5450025,2,45,6,4,Finished,
1,880,16,10,21718,12,7,6.0,58,1:30.710,210.459,+1:05.068,5468293,15,49,7,13,Finished,
1,880,814,10,21719,9,8,4.0,58,1:30.894,210.033,+1:08.449,5471674,14,56,8,15,Finished,
1,880,18,1,21720,10,9,2.0,58,1:30.198,211.654,+1:21.630,5484855,5,41,9,7,Finished,
1,880,154,208,21721,8,10,1.0,58,1:30.395,211.193,+1:22.759,5485984,8,41,10,9,Finished,
1,880,815,1,21722,15,11,0.0,58,1:29.926,212.294,+1:23.367,5486592,6,46,11,6,Finished,
1,880,818,5,21723,13,12,0.0,58,1:29.498,213.309,+1:23.857,5487082,18,50,12,2,Finished,
11,880,821,15,21724,18,13,0.0,57,1:31.415,208.836,,,12,32,13,16,+1 Lap,
11,880,822,3,21725,16,14,0.0,57,1:30.652,210.594,,,17,42,14,12,+1 Lap,
11,880,824,206,21726,19,15,0.0,57,1:30.454,211.055,,,22,52,15,11,+1 Lap,
12,880,819,207,21727,22,16,0.0,56,1:32.261,206.921,,,20,55,16,19,+2 Laps,
12,880,820,206,21728,20,17,0.0,56,1:32.210,207.036,,,23,49,17,17,+2 Laps,
12,880,823,207,21729,21,18,0.0,56,1:32.636,206.084,,,21,39,18,20,+2 Laps,
1,881,20,9,21734,1,1,25.0,56,1:40.446,198.661,1:38:56.681,5936681,1,45,1,3,Finished,
1,881,17,9,21735,5,2,18.0,56,1:40.685,198.19,+4.298,5940979,2,45,2,6,Finished,
1,881,1,131,21736,4,3,15.0,56,1:41.001,197.57,+12.181,5948862,10,32,3,10,Finished,
1,881,3,131,21737,6,4,12.0,56,1:40.755,198.052,+12.640,5949321,9,44,4,8,Finished,
1,881,13,6,21738,2,5,10.0,56,1:39.805,199.937,+25.648,5962329,4,50,5,2,Finished,
1,881,154,208,21739,11,6,8.0,56,1:41.226,197.131,+35.564,5972245,8,37,6,11,Finished,
1,881,8,208,21740,10,7,6.0,56,1:41.769,196.079,+48.479,5985160,7,37,7,13,Finished,
1,881,807,15,21741,12,8,4.0,56,1:40.727,198.107,+53.044,5989725,11,46,8,7,Finished,
1,881,815,1,21742,9,9,2.0,56,1:39.199,201.159,+1:12.357,6009038,6,56,9,1,Finished,
1,881,818,5,21743,17,10,1.0,56,1:40.492,198.571,+1:27.124,6023805,18,45,10,4,Finished,
1,881,822,3,21744,18,11,0.0,56,1:41.373,196.845,+1:28.610,6025291,17,54,11,12,Finished,
11,881,821,15,21745,14,12,0.0,55,1:40.929,197.711,,,12,54,12,9,+1 Lap,
11,881,824,206,21746,19,13,0.0,55,1:42.423,194.827,,,22,47,13,14,+1 Lap,
11,881,819,207,21747,20,14,0.0,55,1:42.942,193.845,,,20,51,14,17,+1 Lap,
11,881,823,207,21748,22,15,0.0,55,1:43.157,193.441,,,21,44,15,20,+1 Lap,
12,881,820,206,21749,21,16,0.0,54,1:43.150,193.454,,,23,44,16,19,+2 Laps,
54,881,18,1,21750,7,17,0.0,53,1:40.556,198.444,,,5,43,17,5,Withdrew,
31,881,817,5,21751,13,18,0.0,51,1:42.581,194.527,,,19,35,18,15,Retired,
1,882,4,6,21756,3,1,25.0,56,1:39.506,197.21,1:36:26.945,5786945,3,46,1,4,Finished,
1,882,8,208,21757,2,2,18.0,56,1:39.955,196.324,+10.168,5797113,7,51,2,5,Finished,
1,882,1,131,21758,1,3,15.0,56,1:39.981,196.273,+12.322,5799267,10,50,3,6,Finished,
1,882,20,9,21759,9,4,12.0,56,1:36.808,202.706,+12.525,5799470,1,53,4,1,Finished,
1,882,18,1,21760,8,5,10.0,56,1:38.058,200.122,+35.285,5822230,5,56,5,2,Finished,
1,882,13,6,21761,5,6,8.0,56,1:40.284,195.68,+40.827,5827772,4,55,6,10,Finished,
1,882,817,5,21762,7,7,6.0,56,1:40.240,195.766,+42.691,5829636,19,55,7,9,Finished,
1,882,814,10,21763,11,8,4.0,56,1:40.101,196.038,+51.084,5838029,14,55,8,7,Finished,
1,882,154,208,21764,6,9,2.0,56,1:40.563,195.137,+53.423,5840368,8,55,9,11,Finished,
1,882,807,15,21765,10,10,1.0,56,1:40.630,195.007,+56.598,5843543,11,31,10,12,Finished,
1,882,815,1,21766,12,11,0.0,56,1:41.281,193.754,+1:03.860,5850805,6,55,11,14,Finished,
1,882,818,5,21767,15,12,0.0,56,1:40.138,195.965,+1:12.604,5859549,18,56,12,8,Finished,
1,882,822,3,21768,16,13,0.0,56,1:38.200,199.832,+1:33.861,5880806,17,53,13,3,Finished,
1,882,813,3,21769,14,14,0.0,56,1:40.968,194.354,+1:35.453,5882398,16,54,14,13,Finished,
11,882,824,206,21770,18,15,0.0,55,1:41.537,193.265,,,22,35,15,15,+1 Lap,
11,882,819,207,21771,20,16,0.0,55,1:41.997,192.393,,,20,48,16,17,+1 Lap,
11,882,820,206,21772,19,17,0.0,55,1:41.978,192.429,,,23,39,17,16,+1 Lap,
11,882,823,207,21773,21,18,0.0,55,1:42.357,191.717,,,21,42,18,18,+1 Lap,
1,883,20,9,21778,2,1,25.0,57,1:36.961,200.938,1:36:00.498,5760498,1,55,1,1,Finished,
1,883,8,208,21779,8,2,18.0,57,1:38.164,198.476,+9.111,5769609,7,57,2,8,Finished,
1,883,154,208,21780,11,3,15.0,57,1:37.627,199.567,+19.507,5780005,8,52,3,5,Finished,
1,883,814,10,21781,5,4,12.0,57,1:38.336,198.128,+21.727,5782225,14,57,4,12,Finished,
1,883,1,131,21782,9,5,10.0,57,1:38.204,198.395,+35.230,5795728,10,48,5,11,Finished,
1,883,815,1,21783,12,6,8.0,57,1:37.913,198.984,+35.998,5796496,6,41,6,7,Finished,
1,883,17,9,21784,7,7,6.0,57,1:38.557,197.684,+37.244,5797742,2,52,7,13,Finished,
1,883,4,6,21785,3,8,4.0,57,1:37.204,200.436,+37.574,5798072,3,41,8,3,Finished,
1,883,3,131,21786,1,9,2.0,57,1:37.588,199.647,+41.126,5801624,9,48,9,4,Finished,
1,883,18,1,21787,10,10,1.0,57,1:37.743,199.33,+46.631,5807129,5,49,10,6,Finished,
1,883,813,3,21788,17,11,0.0,57,1:38.962,196.875,+1:06.450,5826948,16,57,11,17,Finished,
1,883,807,15,21789,14,12,0.0,57,1:38.770,197.258,+1:12.933,5833431,11,43,12,15,Finished,
1,883,16,10,21790,6,13,0.0,57,1:37.070,200.712,+1:16.719,5837217,15,44,13,2,Finished,
1,883,822,3,21791,15,14,0.0,57,1:38.192,198.419,+1:21.511,5842009,17,57,14,9,Finished,
1,883,13,6,21792,4,15,0.0,57,1:38.839,197.12,+1:26.364,5846862,4,42,15,16,Finished,
11,883,817,5,21793,13,16,0.0,56,1:39.579,195.655,,,19,51,16,21,+1 Lap,
11,883,819,207,21794,18,17,0.0,56,1:39.546,195.72,,,20,37,17,20,+1 Lap,
11,883,821,15,21795,22,18,0.0,56,1:38.202,198.399,,,12,45,18,10,+1 Lap,
11,883,824,206,21796,19,19,0.0,56,1:38.756,197.286,,,22,50,19,14,+1 Lap,
11,883,820,206,21797,21,20,0.0,56,1:39.279,196.246,,,23,50,20,18,+1 Lap,
12,883,823,207,21798,20,21,0.0,55,1:39.334,196.138,,,21,49,21,19,+2 Laps,
1,884,4,6,21800,5,1,25.0,66,1:26.681,193.329,1:39:16.596,5956596,3,53,1,5,Finished,
1,884,8,208,21801,4,2,18.0,66,1:26.757,193.16,+9.338,5965934,7,47,2,6,Finished,
1,884,13,6,21802,9,3,15.0,66,1:26.394,193.971,+26.049,5982645,4,56,3,2,Finished,
1,884,20,9,21803,3,4,12.0,66,1:27.036,192.541,+38.273,5994869,1,55,4,9,Finished,
1,884,17,9,21804,7,5,10.0,66,1:27.017,192.583,+47.963,6004559,2,55,5,8,Finished,
1,884,3,131,21805,1,6,8.0,66,1:27.591,191.321,+1:08.020,6024616,9,56,6,11,Finished,
1,884,814,10,21806,10,7,6.0,66,1:26.776,193.117,+1:08.988,6025584,14,55,7,7,Finished,
1,884,18,1,21807,14,8,4.0,66,1:27.957,190.524,+1:19.506,6036102,5,55,8,14,Finished,
1,884,815,1,21808,8,9,2.0,66,1:27.251,192.066,+1:21.738,6038334,6,55,9,10,Finished,
11,884,817,5,21809,11,10,1.0,65,1:28.083,190.252,,,19,55,10,16,+1 Lap,
11,884,821,15,21810,19,11,0.0,65,1:26.217,194.37,,,12,56,11,1,+1 Lap,
11,884,1,131,21811,2,12,0.0,65,1:27.895,190.659,,,10,53,12,13,+1 Lap,
11,884,16,10,21812,13,13,0.0,65,1:26.564,193.59,,,15,38,13,3,+1 Lap,
11,884,813,3,21813,17,14,0.0,65,1:27.849,190.759,,,16,56,14,12,+1 Lap,
11,884,807,15,21814,15,15,0.0,65,1:26.586,193.541,,,11,58,15,4,+1 Lap,
11,884,822,3,21815,16,16,0.0,65,1:29.747,186.724,,,17,27,16,20,+1 Lap,
11,884,819,207,21816,22,17,0.0,65,1:29.362,187.529,,,20,43,17,19,+1 Lap,
12,884,824,206,21817,20,18,0.0,64,1:28.884,188.537,,,22,55,18,18,+2 Laps,
12,884,820,206,21818,21,19,0.0,64,1:28.011,190.408,,,23,49,19,15,+2 Laps,
3,884,818,5,21819,12,20,0.0,52,1:28.231,189.933,,,18,41,20,17,Accident,
36,884,823,207,21820,18,21,0.0,21,1:30.597,184.973,,,21,11,21,21,Wheel,
22,884,154,208,21821,6,22,0.0,8,1:31.136,183.879,,,8,5,22,22,Suspension,
1,885,3,131,21822,1,1,25.0,78,1:18.327,153.51,2:17:52.056,8272056,9,74,1,6,Finished,
1,885,20,9,21823,3,2,18.0,78,1:16.577,157.018,+3.888,8275944,1,77,2,1,Finished,
1,885,17,9,21824,4,3,15.0,78,1:18.262,153.637,+6.314,8278370,2,77,3,4,Finished,
1,885,1,131,21825,2,4,12.0,78,1:18.133,153.891,+13.894,8285950,10,76,4,3,Finished,
1,885,16,10,21826,8,5,10.0,78,1:18.292,153.578,+21.477,8293533,15,74,5,5,Finished,
1,885,18,1,21827,9,6,8.0,78,1:18.720,152.743,+23.103,8295159,5,76,6,8,Finished,
1,885,4,6,21828,6,7,6.0,78,1:19.340,151.55,+26.734,8298790,3,77,7,12,Finished,
1,885,818,5,21829,10,8,4.0,78,1:19.151,151.912,+27.223,8299279,18,77,8,10,Finished,
1,885,814,10,21830,17,9,2.0,78,1:19.215,151.789,+27.608,8299664,14,77,9,11,Finished,
1,885,8,208,21831,5,10,1.0,78,1:17.392,155.364,+36.582,8308638,7,78,10,2,Finished,
1,885,807,15,21832,11,11,0.0,78,1:19.853,150.576,+42.572,8314628,11,29,11,15,Finished,
1,885,822,3,21833,14,12,0.0,78,1:20.921,148.589,+42.691,8314747,17,68,12,20,Finished,
1,885,821,15,21834,19,13,0.0,78,1:18.685,152.811,+43.212,8315268,12,71,13,7,Finished,
1,885,820,206,21835,22,14,0.0,78,1:19.016,152.171,+49.885,8321941,23,78,14,9,Finished,
1,885,823,207,21836,15,15,0.0,78,1:20.494,149.377,+1:02.590,8334646,21,50,15,17,Finished,
22,885,815,1,21837,7,16,0.0,72,1:19.530,151.188,,,6,27,16,14,Suspension,
1,886,20,9,21844,1,1,25.0,70,1:16.561,205.06,1:32:09.143,5529143,1,55,1,5,Finished,
1,886,4,6,21845,6,2,18.0,70,1:16.203,206.023,+14.408,5543551,3,69,2,2,Finished,
1,886,1,131,21846,2,3,15.0,70,1:16.354,205.615,+15.942,5545085,10,69,3,3,Finished,
1,886,17,9,21847,5,4,12.0,70,1:16.182,206.08,+25.731,5554874,2,69,4,1,Finished,
1,886,3,131,21848,4,5,10.0,70,1:16.534,205.132,+1:09.725,5598868,9,70,5,4,Finished,
11,886,818,5,21849,7,6,8.0,69,1:17.909,201.512,,,18,61,6,13,+1 Lap,
11,886,814,10,21850,17,7,6.0,69,1:17.841,201.688,,,14,63,7,12,+1 Lap,
11,886,13,6,21851,16,8,4.0,69,1:16.939,204.052,,,4,69,8,6,+1 Lap,
11,886,8,208,21852,10,9,2.0,69,1:17.766,201.882,,,7,61,9,11,+1 Lap,
11,886,16,10,21853,8,10,1.0,69,1:17.694,202.069,,,15,68,10,10,+1 Lap,
11,886,815,1,21854,12,11,0.0,69,1:17.369,202.918,,,6,69,11,7,+1 Lap,
11,886,18,1,21855,14,12,0.0,69,1:17.458,202.685,,,5,68,12,8,+1 Lap,
11,886,154,208,21856,22,13,0.0,69,1:17.607,202.296,,,8,62,13,9,+1 Lap,
11,886,822,3,21857,3,14,0.0,69,1:18.004,201.266,,,17,63,14,14,+1 Lap,
12,886,817,5,21858,11,15,0.0,68,1:18.257,200.615,,,19,68,15,16,+2 Laps,
12,886,813,3,21859,13,16,0.0,68,1:18.105,201.006,,,16,68,16,15,+2 Laps,
12,886,824,206,21860,19,17,0.0,68,1:18.873,199.049,,,22,68,17,17,+2 Laps,
13,886,819,207,21861,18,18,0.0,67,1:19.380,197.777,,,20,60,18,19,+3 Laps,
13,886,820,206,21862,20,19,0.0,67,1:19.566,197.315,,,23,67,19,21,+3 Laps,
3,886,821,15,21863,15,20,0.0,63,1:19.478,197.533,,,12,52,20,20,Accident,
1,887,3,131,21866,2,1,25.0,52,1:33.531,226.744,1:32:59.456,5579456,9,50,1,2,Finished,
1,887,17,9,21867,4,2,18.0,52,1:33.401,227.059,+0.765,5580221,2,52,2,1,Finished,
1,887,4,6,21868,9,3,15.0,52,1:34.090,225.396,+7.124,5586580,3,50,3,3,Finished,
1,887,1,131,21869,1,4,12.0,52,1:34.159,225.231,+7.756,5587212,10,51,4,4,Finished,
1,887,8,208,21870,8,5,10.0,52,1:35.384,222.339,+11.257,5590713,7,49,5,8,Finished,
1,887,13,6,21871,11,6,8.0,52,1:35.273,222.598,+14.573,5594029,4,51,6,6,Finished,
1,887,16,10,21872,6,7,6.0,52,1:35.961,221.002,+16.335,5595791,15,35,7,12,Finished,
1,887,817,5,21873,5,8,4.0,52,1:35.927,221.08,+16.543,5595999,19,37,8,11,Finished,
1,887,814,10,21874,21,9,2.0,52,1:35.330,222.465,+17.943,5597399,14,52,9,7,Finished,
1,887,807,15,21875,14,10,1.0,52,1:36.013,220.882,+19.709,5599165,11,48,10,13,Finished,
1,887,813,3,21876,15,11,0.0,52,1:35.907,221.126,+21.135,5600591,16,52,11,10,Finished,
1,887,822,3,21877,16,12,0.0,52,1:36.312,220.196,+25.094,5604550,17,52,12,15,Finished,
1,887,18,1,21878,10,13,0.0,52,1:36.356,220.096,+25.969,5605425,5,39,13,16,Finished,
1,887,821,15,21879,17,14,0.0,52,1:36.439,219.906,+26.285,5605741,12,32,14,17,Finished,
1,887,819,207,21880,18,15,0.0,52,1:37.091,218.43,+31.613,5611069,20,52,15,18,Finished,
1,887,824,206,21881,19,16,0.0,52,1:37.978,216.452,+36.097,5615553,22,51,16,19,Finished,
1,887,820,206,21882,20,17,0.0,52,1:39.156,213.881,+1:07.660,5647116,23,50,17,22,Finished,
1,887,823,207,21883,22,18,0.0,52,1:38.722,214.821,+1:07.759,5647215,21,50,18,21,Finished,
31,887,154,208,21884,7,19,0.0,51,1:35.614,221.804,,,8,48,19,9,Retired,
36,887,815,1,21885,13,20,0.0,46,1:36.131,220.611,,,6,37,20,14,Wheel,
1,888,20,9,21888,2,1,25.0,60,1:34.164,196.814,1:41:14.711,6074711,1,59,1,5,Finished,
1,888,8,208,21889,4,2,18.0,60,1:33.767,197.647,+1.008,6075719,7,57,2,2,Finished,
1,888,154,208,21890,5,3,15.0,60,1:34.576,195.956,+5.830,6080541,8,57,3,10,Finished,
1,888,4,6,21891,8,4,12.0,60,1:33.468,198.279,+7.721,6082432,3,51,4,1,Finished,
1,888,1,131,21892,1,5,10.0,60,1:34.156,196.83,+26.927,6101638,10,57,5,4,Finished,
1,888,18,1,21893,9,6,8.0,60,1:34.201,196.736,+27.996,6102707,5,49,6,7,Finished,
1,888,17,9,21894,3,7,6.0,60,1:34.782,195.53,+37.562,6112273,2,55,7,11,Finished,
1,888,815,1,21895,13,8,4.0,60,1:36.134,192.78,+38.306,6113017,6,50,8,15,Finished,
1,888,3,131,21896,11,9,2.0,60,1:34.181,196.778,+46.821,6121532,9,55,9,6,Finished,
1,888,807,15,21897,10,10,1.0,60,1:34.244,196.647,+49.892,6124603,11,58,10,8,Finished,
1,888,814,10,21898,12,11,0.0,60,1:36.566,191.918,+53.771,6128482,14,43,11,16,Finished,
1,888,817,5,21899,6,12,0.0,60,1:35.982,193.086,+56.975,6131686,19,58,12,14,Finished,
1,888,16,10,21900,15,13,0.0,60,1:35.816,193.42,+57.738,6132449,15,60,13,13,Finished,
1,888,821,15,21901,14,14,0.0,60,1:35.792,193.469,+1:00.160,6134871,12,56,14,12,Finished,
1,888,813,3,21902,18,15,0.0,60,1:34.293,196.544,+1:01.929,6136640,16,56,15,9,Finished,
11,888,822,3,21903,17,16,0.0,59,1:33.972,197.216,,,17,56,16,3,+1 Lap,
11,888,819,207,21904,22,17,0.0,59,1:37.584,189.916,,,20,51,17,17,+1 Lap,
11,888,823,207,21905,20,18,0.0,59,1:38.509,188.133,,,21,40,18,19,+1 Lap,
11,888,820,206,21906,21,19,0.0,59,1:38.383,188.374,,,23,47,19,18,+1 Lap,
1,890,1,131,21910,1,1,25.0,70,1:24.647,186.322,1:42:29.445,6149445,10,69,1,3,Finished,
1,890,8,208,21911,6,2,18.0,70,1:25.260,184.982,+10.938,6160383,7,61,2,6,Finished,
1,890,20,9,21912,2,3,15.0,70,1:24.553,186.529,+12.459,6161904,1,57,3,2,Finished,
1,890,17,9,21913,10,4,12.0,70,1:24.069,187.603,+18.044,6167489,2,61,4,1,Finished,
1,890,4,6,21914,5,5,10.0,70,1:25.394,184.692,+31.411,6180856,3,56,5,8,Finished,
1,890,154,208,21915,3,6,8.0,70,1:25.328,184.834,+52.295,6201740,8,54,6,7,Finished,
1,890,18,1,21916,13,7,6.0,70,1:26.195,182.975,+53.819,6203264,5,56,7,11,Finished,
1,890,13,6,21917,7,8,4.0,70,1:25.176,185.164,+56.447,6205892,4,59,8,5,Finished,
11,890,815,1,21918,9,9,2.0,69,1:26.143,183.086,,,6,59,9,10,+1 Lap,
11,890,813,3,21919,15,10,1.0,69,1:25.597,184.254,,,16,69,10,9,+1 Lap,
11,890,807,15,21920,12,11,0.0,69,1:26.740,181.826,,,11,58,11,14,+1 Lap,
11,890,818,5,21921,14,12,0.0,69,1:26.491,182.349,,,18,53,12,12,+1 Lap,
11,890,817,5,21922,8,13,0.0,69,1:26.863,181.568,,,19,58,13,15,+1 Lap,
12,890,823,207,21923,20,14,0.0,68,1:27.473,180.302,,,21,47,14,17,+2 Laps,
12,890,819,207,21924,19,15,0.0,68,1:27.725,179.784,,,20,54,15,18,+2 Laps,
13,890,824,206,21925,21,16,0.0,67,1:28.250,178.715,,,22,57,16,20,+3 Laps,
13,890,820,206,21926,22,17,0.0,67,1:28.160,178.897,,,23,65,17,19,+3 Laps,
9,890,814,10,21927,18,18,0.0,66,1:26.608,182.103,,,14,55,18,13,Hydraulics,
5,890,3,131,21928,4,19,0.0,64,1:25.089,185.354,,,9,62,19,4,Engine,
1,891,20,9,21932,2,1,25.0,44,1:50.756,227.657,1:23:42.196,5022196,1,40,1,1,Finished,
1,891,4,6,21933,9,2,18.0,44,1:51.383,226.375,+16.869,5039065,3,36,2,4,Finished,
1,891,1,131,21934,1,3,15.0,44,1:51.596,225.943,+27.734,5049930,10,39,3,7,Finished,
1,891,3,131,21935,4,4,12.0,44,1:51.582,225.971,+29.872,5052068,9,39,4,6,Finished,
1,891,17,9,21936,3,5,10.0,44,1:51.397,226.347,+33.845,5056041,2,31,5,5,Finished,
1,891,18,1,21937,6,6,8.0,44,1:50.823,227.519,+40.794,5062990,5,36,6,2,Finished,
1,891,13,6,21938,10,7,6.0,44,1:52.182,224.763,+53.922,5076118,4,40,7,9,Finished,
1,891,154,208,21939,7,8,4.0,44,1:52.497,224.133,+55.846,5078042,8,34,8,11,Finished,
1,891,16,10,21940,12,9,2.0,44,1:52.226,224.675,+1:09.547,5091743,15,35,9,10,Finished,
1,891,817,5,21941,19,10,1.0,44,1:50.967,227.224,+1:13.470,5095666,19,38,10,3,Finished,
1,891,815,1,21942,13,11,0.0,44,1:53.472,222.208,+1:21.936,5104132,6,34,11,16,Finished,
1,891,818,5,21943,18,12,0.0,44,1:53.065,223.008,+1:26.740,5108936,18,29,12,14,Finished,
1,891,807,15,21944,11,13,0.0,44,1:53.110,222.919,+1:28.258,5110454,11,41,13,15,Finished,
1,891,821,15,21945,21,14,0.0,44,1:51.849,225.432,+1:40.436,5122632,12,30,14,8,Finished,
1,891,822,3,21946,20,15,0.0,44,1:52.688,223.754,+1:47.456,5129652,17,31,15,13,Finished,
11,891,823,207,21947,14,16,0.0,43,1:53.995,221.188,,,21,43,16,18,+1 Lap,
11,891,813,3,21948,17,17,0.0,43,1:52.579,223.97,,,16,35,17,12,+1 Lap,
11,891,824,206,21949,15,18,0.0,43,1:54.894,219.457,,,22,37,18,20,+1 Lap,
12,891,820,206,21950,16,19,0.0,42,1:54.924,219.4,,,23,31,19,21,+2 Laps,
1,892,20,9,21954,1,1,25.0,53,1:27.190,239.187,1:18:33.352,4713352,1,52,1,12,Finished,
1,892,4,6,21955,5,2,18.0,53,1:26.797,240.27,+5.467,4718819,3,52,2,5,Finished,
1,892,17,9,21956,2,3,15.0,53,1:26.690,240.567,+6.350,4719702,2,53,3,3,Finished,
1,892,13,6,21957,4,4,12.0,53,1:27.095,239.448,+9.361,4722713,4,48,4,10,Finished,
1,892,807,15,21958,3,5,10.0,53,1:26.716,240.495,+10.355,4723707,11,48,5,4,Finished,
1,892,3,131,21959,6,6,8.0,53,1:26.500,241.095,+10.999,4724351,9,50,6,2,Finished,
1,892,817,5,21960,7,7,6.0,53,1:27.294,238.903,+32.329,4745681,19,52,7,13,Finished,
1,892,154,208,21961,13,8,4.0,53,1:27.043,239.591,+33.130,4746482,8,52,8,8,Finished,
1,892,1,131,21962,12,9,2.0,53,1:25.849,242.924,+33.527,4746879,10,51,9,1,Finished,
1,892,18,1,21963,9,10,1.0,53,1:27.830,237.445,+38.327,4751679,5,46,10,16,Finished,
1,892,8,208,21964,11,11,0.0,53,1:26.948,239.853,+38.695,4752047,7,45,11,6,Finished,
1,892,815,1,21965,8,12,0.0,53,1:27.607,238.049,+39.765,4753117,6,44,12,15,Finished,
1,892,821,15,21966,16,13,0.0,53,1:27.092,239.457,+40.880,4754232,12,53,13,9,Finished,
1,892,813,3,21967,14,14,0.0,53,1:26.981,239.762,+49.085,4762437,16,51,14,7,Finished,
1,892,822,3,21968,18,15,0.0,53,1:27.166,239.253,+56.827,4770179,17,53,15,11,Finished,
11,892,16,10,21969,17,16,0.0,52,1:27.418,238.564,,,15,38,16,14,+1 Lap,
11,892,819,207,21970,20,17,0.0,52,1:28.620,235.328,,,20,52,17,17,+1 Lap,
11,892,823,207,21971,19,18,0.0,52,1:28.663,235.214,,,21,52,18,18,+1 Lap,
11,892,824,206,21972,21,19,0.0,52,1:29.595,232.767,,,22,47,19,20,+1 Lap,
11,892,820,206,21973,22,20,0.0,52,1:29.491,233.037,,,23,48,20,19,+1 Lap,
1,893,20,9,21976,1,1,25.0,61,1:48.574,167.94,1:59:13.132,7153132,1,46,1,1,Finished,
1,893,4,6,21977,7,2,18.0,61,1:51.082,164.149,+32.627,7185759,3,44,2,11,Finished,
1,893,8,208,21978,13,3,15.0,61,1:51.140,164.063,+43.920,7197052,7,55,3,13,Finished,
1,893,3,131,21979,2,4,12.0,61,1:50.353,165.233,+51.155,7204287,9,51,4,6,Finished,
1,893,1,131,21980,5,5,10.0,61,1:49.916,165.89,+53.159,7206291,10,59,5,4,Finished,
1,893,13,6,21981,6,6,8.0,61,1:50.509,165.0,+1:03.877,7217009,4,45,6,7,Finished,
1,893,18,1,21982,8,7,6.0,61,1:51.740,163.182,+1:23.354,7236486,5,46,7,15,Finished,
1,893,815,1,21983,14,8,4.0,61,1:51.926,162.911,+1:23.820,7236952,6,46,8,16,Finished,
1,893,807,15,21984,11,9,2.0,61,1:52.186,162.533,+1:24.261,7237393,11,47,9,18,Finished,
1,893,16,10,21985,15,10,1.0,61,1:49.656,166.283,+1:24.668,7237800,15,43,10,2,Finished,
1,893,813,3,21986,18,11,0.0,61,1:50.708,164.703,+1:28.479,7241611,16,46,11,8,Finished,
1,893,821,15,21987,10,12,0.0,61,1:52.007,162.793,+1:37.894,7251026,12,37,12,17,Finished,
1,893,822,3,21988,16,13,0.0,61,1:51.706,163.232,+1:45.161,7258293,17,53,13,14,Finished,
1,893,818,5,21989,12,14,0.0,61,1:50.328,165.27,+1:53.512,7266644,18,45,14,5,Finished,
34,893,17,9,21990,4,15,0.0,60,1:49.783,166.091,,,2,51,15,3,Water pressure,
11,893,823,207,21991,20,16,0.0,60,1:52.472,162.12,,,21,44,16,19,+1 Lap,
11,893,820,206,21992,22,17,0.0,60,1:53.041,161.304,,,23,50,17,21,+1 Lap,
11,893,824,206,21993,21,18,0.0,60,1:52.898,161.508,,,22,45,18,20,+1 Lap,
11,893,819,207,21994,19,19,0.0,60,1:50.990,164.285,,,20,58,19,10,+1 Lap,
